Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[279]    0.0    0.00    0.00     127         std::remove_reference<std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >&>::type&& std::move<std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >&>(std::_Hashtable<char const*, std::pair<char const* const, double>, std::allocator<std::pair<char const* const, double> >, std::__detail::_Select1st, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >&) [279]
-----------------------------------------------
                0.00    0.00     127/127         void std::__relocate_object_a<std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >, std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >, std::allocator<std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > > > >(std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >*, std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >*, std::allocator<std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > > >&) [276]
[280]    0.0    0.00    0.00     127         std::remove_reference<std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >&>::type&& std::move<std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >&>(std::unordered_map<char const*, std::vector<double, std::allocator<double> >, PtrHash, PtrEq, std::allocator<std::pair<char const* const, std::vector<double, std::allocator<double> > > > >&) [280]
-----------------------------------------------
                0.00    0.00     127/127         void std::__relocate_object_a<std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >, std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >, std::allocator<std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > > > >(std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >*, std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >*, std::allocator<std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > > >&) [277]
[281]    0.0    0.00    0.00     127         std::remove_reference<std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >&>::type&& std::move<std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >&>(std::unordered_map<char const*, double, PtrHash, PtrEq, std::allocator<std::pair<char const* const, double> > >&) [281]
-----------------------------------------------
                0.00    0.00     126/126         std::__detail::_Hash_node_value_base<char const*>::_M_valptr() [284]
[282]    0.0    0.00    0.00     126         __gnu_cxx::__aligned_buffer<char const*>::_M_ptr() [282]
                0.00    0.00     126/126         __gnu_cxx::__aligned_buffer<char const*>::_M_addr() [283]
-----------------------------------------------
                0.00    0.00     126/126         __gnu_cxx::__aligned_buffer<char const*>::_M_ptr() [282]
[283]    0.0    0.00    0.00     126         __gnu_cxx::__aligned_buffer<char const*>::_M_addr() [283]
-----------------------------------------------
                0.00    0.00      63/126         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<char const*, false> > >::_M_deallocate_node(std::__detail::_Hash_node<char const*, false>*) [429]
                0.00    0.00      63/126         std::__detail::_Hash_node<char const*, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<char const*, false> > >::_M_allocate_node<char const* const&>(char const* const&) [428]
[284]    0.0    0.00    0.00     126         std::__detail::_Hash_node_value_base<char const*>::_M_valptr() [284]
                0.00    0.00     126/126         __gnu_cxx::__aligned_buffer<char const*>::_M_ptr() [282]
-----------------------------------------------
                0.00    0.00       4/125         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>*, unsigned long) [414]
                0.00    0.00     121/125         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::integral_constant<bool, true>, std::basic_string_view<char, std::char_traits<char> >&) [302]
[285]    0.0    0.00    0.00     125         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [285]
                0.00    0.00     125/125         std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__detail::_Identity, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [287]
-----------------------------------------------
                0.00    0.00       4/125         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<char const*, false>*, unsigned long) [418]
                0.00    0.00     121/125         std::pair<std::__detail::_Node_iterator<char const*, true, false>, bool> std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<char const* const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<char const*, false> > > >(char const* const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<char const*, false> > > const&, std::integral_constant<bool, true>) [306]
[286]    0.0    0.00    0.00     125         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [286]
                0.00    0.00     125/125         std::__detail::_Hash_code_base<char const*, char const*, std::__detail::_Identity, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [288]
-----------------------------------------------
                0.00    0.00     125/125         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [285]
[287]    0.0    0.00    0.00     125         std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__detail::_Identity, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [287]
                0.00    0.00     125/9001122     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [57]
-----------------------------------------------
                0.00    0.00     125/125         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [286]
[288]    0.0    0.00    0.00     125         std::__detail::_Hash_code_base<char const*, char const*, std::__detail::_Identity, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [288]
                0.00    0.00     125/9001122     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [57]
-----------------------------------------------
                0.00    0.00       1/122         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [1197]
                0.00    0.00     121/122         std::basic_string_view<char, std::char_traits<char> >::basic_string_view(char const*) [316]
[289]    0.0    0.00    0.00     122         std::char_traits<char>::length(char const*) [289]
-----------------------------------------------
                0.00    0.00      30/121         lilc::parseProgram()::{lambda()#1}::operator()() const [381]
                0.00    0.00      35/121         lilc::parseProgram() [1009]
                0.00    0.00      56/121         Symbols::init(Interner&) [1013]
[290]    0.0    0.00    0.00     121         Interner::intern(std::basic_string_view<char, std::char_traits<char> >) [290]
                0.00    0.00     121/121         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::unordered_set<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, StringHash, StringEq, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::basic_string_view<char, std::char_traits<char> >&) [309]
                0.00    0.00     121/121         std::tuple_element<0ul, std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> >::type&& std::get<0ul, std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool>(std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool>&&) [332]
                0.00    0.00     121/121         std::tuple_element<1ul, std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> >::type&& std::get<1ul, std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool>(std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool>&&) [333]
                0.00    0.00     121/121         std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>::operator->() const [300]
                0.00    0.00     121/121         std::unordered_set<char const*, PtrHash, PtrEq, std::allocator<char const*> >::insert(char const* const&) [310]
-----------------------------------------------
                0.00    0.00     121/121         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >&, std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>*, unsigned long) [312]
[291]    0.0    0.00    0.00     121         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::deallocate(std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>*, unsigned long) [291]
-----------------------------------------------
                0.00    0.00     121/121         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> > >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [313]
[292]    0.0    0.00    0.00     121         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [292]
-----------------------------------------------
                0.00    0.00     121/121         std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >&, unsigned long) [314]
[293]    0.0    0.00    0.00     121         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::allocate(unsigned long, void const*) [293]
                0.00    0.00     121/121         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::_M_max_size() const [295]
-----------------------------------------------
                0.00    0.00     121/121         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::basic_string_view<char, std::char_traits<char> >&>(std::allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string_view<char, std::char_traits<char> >&) [315]
[294]    0.0    0.00    0.00     121         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::basic_string_view<char, std::char_traits<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string_view<char, std::char_traits<char> >&) [294]
                0.00    0.00     121/847         std::basic_string_view<char, std::char_traits<char> >& std::forward<std::basic_string_view<char, std::char_traits<char> >&>(std::remove_reference<std::basic_string_view<char, std::char_traits<char> >&>::type&) [149]
                0.00    0.00     121/1212        operator new(unsigned long, void*) [148]
                0.00    0.00     121/121         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::basic_string_view<char, std::char_traits<char> >, void>(std::basic_string_view<char, std::char_traits<char> > const&, std::allocator<char> const&) [317]
-----------------------------------------------
                0.00    0.00     121/121         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::allocate(unsigned long, void const*) [293]
[295]    0.0    0.00    0.00     121         __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> >::_M_max_size() const [295]
-----------------------------------------------
                0.00    0.00     121/121         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::integral_constant<bool, true>, std::basic_string_view<char, std::char_traits<char> >&) [302]
[296]    0.0    0.00    0.00     121         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [296]
                0.00    0.00     121/121         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [297]
-----------------------------------------------
                0.00    0.00     121/121         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [296]
[297]    0.0    0.00    0.00     121         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const [297]
                0.00    0.00      94/94          std::__detail::_Hashtable_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__detail::_Hash_node_value<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> const&) const [384]
                0.00    0.00      42/239         std::__detail::_Hash_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false>::_M_next() const [199]
                0.00    0.00      35/68          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, false> const&) const [396]
-----------------------------------------------
                0.00    0.00     121/121         std::pair<std::__detail::_Node_iterator<char const*, true, false>, bool> std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<char const* const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<char const*, false> > > >(char const* const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<char const*, false> > > const&, std::integral_constant<bool, true>) [306]
[298]    0.0    0.00    0.00     121         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, char const* const&, unsigned long) const [298]
                0.00    0.00     121/121         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, char const* const&, unsigned long) const [299]
-----------------------------------------------
                0.00    0.00     121/121         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node(unsigned long, char const* const&, unsigned long) const [298]
[299]    0.0    0.00    0.00     121         std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, char const* const&, unsigned long) const [299]
                0.00    0.00      91/91          std::__detail::_Hashtable_base<char const*, char const*, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(char const* const&, unsigned long, std::__detail::_Hash_node_value<char const*, false> const&) const [389]
                0.00    0.00      40/243         std::__detail::_Hash_node<char const*, false>::_M_next() const [197]
                0.00    0.00      31/70          std::_Hashtable<char const*, char const*, std::allocator<char const*>, std::__detail::_Identity, PtrEq, PtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node_value<char const*, false> const&) const [395]
-----------------------------------------------
                0.00    0.00     121/121         Interner::intern(std::basic_string_view<char, std::char_traits<char> >) [290]
[300]    0.0    0.00    0.00     121         std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>::operator->() const [300]
                0.00    0.00     121/484         std::__detail::_Hash_node_value_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_valptr() [158]
-----------------------------------------------
                0.00    0.00     121/121         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::integral_constant<bool, true>, std::basic_string_view<char, std::char_traits<char> >&) [302]
[301]    0.0    0.00    0.00     121         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::__detail::_Identity::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [301]
                0.00    0.00     121/121         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&) [334]
-----------------------------------------------
                0.00    0.00     121/121         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::basic_string_view<char, std::char_traits<char> >&) [305]
[302]    0.0    0.00    0.00     121         std::pair<std::__detail::_Node_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true, false>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Identity, StringEq, StringHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace<std::basic_string_view<char, std::char_traits<char> >&>(std::integral_constant<bool, true>, std::basic_string_view<char, std::char_traits<char> >&) [302]
                0.00    0.00     121/847         std::basic_string_view<char, std::char_traits<char> >& std::forward<std::basic_string_view<char, std::char_traits<char> >&>(std::remove_reference<std::basic_string_view<char, std::char_traits<char> >&>::type&) [149]
